OBJECTID,FarmNum,PresAbs,PondNum,PondRoost_Dist,PondArea,PondLong,PondLat,PondRoost_Dist
391,9,1,2,16296.44944,44591.95778,367805.561243051,3669980.79316867,16296.44944
392,31,0,15,11904.48928,48711.63208,442902.245121830,3603097.21808222,11904.48928
393,31,0,8,12120.6746,79335.94843,443175.412384872,3603231.69640068,12120.6746
394,31,0,19,12633.34508,20474.27331,443629.101789927,3603411.48196020,12633.34508
395,31,1,14,11888.03851,43258.25854,442889.670210747,3603422.19625859,11888.03851
396,31,0,7,12103.72733,46560.69554,443102.283563403,3603506.57324600,12103.72733
397,31,0,18,12824.45282,13374.58203,443809.481849890,3603712.81501475,12824.45282
398,31,0,17,12338.12806,126123.0048,443504.565779705,3603589.51520909,12338.12806
399,31,0,13,11882.45136,45980.60895,442888.030414189,3603720.57285020,11882.45136
400,31,0,6,12122.77768,28653.00297,443142.214325305,3603861.98733191,12122.77768
401,31,0,12,11883.18652,51493.69565,442924.115700467,3603970.53425297,11883.18652
402,31,0,5,12211.09305,32127.9431,443223.530083234,3604066.61103629,12211.09305
403,31,0,11,12031.879,29001.28758,443022.535363535,3604171.98698874,12031.879
404,31,0,10,11890.19311,30170.12687,442861.640499087,3604194.19704671,11890.19311
405,31,0,16,12594.74163,109032.3121,443708.651605233,3604078.40456685,12594.74163
406,31,0,4,12312.44365,39241.99741,443324.735808132,3604286.71149577,12312.44365
407,31,0,9,12049.55286,27247.67318,443074.213407134,3604345.96720112,12049.55286
408,31,0,3,12387.86165,40367.11699,443380.560533707,3604528.48505653,12387.86165
409,31,0,2,12458.59891,39675.63669,443430.417182983,3604762.66570459,12458.59891
410,31,0,1,12525.71757,33828.60832,443433.813474532,3605043.43176095,12525.71757
411,6,1,12,8465.741654,47381.79491,438501.510404348,3608624.59609941,8465.741654
412,6,0,11,8307.162557,49851.31292,438414.308557047,3608857.73703829,8307.162557
413,6,0,4,7977.266024,22401.92017,438074.385991058,3609018.29047992,7977.266024
414,6,0,10,8373.006235,24911.87837,438526.402183629,3609003.99600427,8373.006235
415,6,0,5,7988.140068,18873.12707,438166.964020637,3609185.54620747,7988.140068
416,6,0,3,7870.376674,22522.13911,438060.911644793,3609228.24027119,7870.376674
417,6,0,6,8048.585356,90724.19758,438329.613545467,3609195.27994321,8048.585356
418,6,0,7,8223.545615,12174.47927,438508.711760755,3609389.76656515,8223.545615
419,6,0,1,7839.704675,69796.74728,438202.406701647,3609518.10905772,7839.704675
420,6,0,2,7960.46988,21422.10052,438339.071267064,3609648.99484263,7960.46988
421,23,0,14,19520.49095,44465.09228,450582.074216009,3603009.62162146,19520.49095
422,23,0,16,19944.77546,62546.67718,451014.135644534,3603037.20141964,19944.77546
423,23,0,15,19819.88223,22073.07504,450809.276877407,3603026.88710400,19819.88223
424,23,0,13,19887.81682,41224.02692,450963.272287832,3603233.42133013,19887.81682
425,23,0,4,19051.07545,28897.16811,450049.360566120,3603289.23569452,19051.07545
426,23,0,12,20207.75386,46940.40178,451208.614997026,3603359.10631375,20207.75386
427,23,0,11,20062.43866,51839.49672,451073.162610572,3603491.31883842,20062.43866
428,23,0,10,19856.8825,49430.80936,450920.610207964,3603477.17009877,19856.8825
429,23,0,3,19038.14821,46629.43466,450098.188799490,3603564.43942362,19038.14821
430,23,0,8,19981.50877,18872.2381,450999.251094142,3603740.92148932,19981.50877
431,23,0,7,19695.63624,31134.32947,450740.556886621,3603653.67494072,19695.63624
432,23,0,9,20184.42176,24593.8555,451220.938983834,3603754.14678160,20184.42176
433,23,0,1,19014.58565,62131.354,450034.069875227,3603815.13141344,19014.58565
434,23,1,2,19195.91031,43408.98185,450190.295172401,3603870.08952250,19195.91031
435,37,1,120,15561.06102,57433.8208,443564.915779354,3594066.87174275,15561.06102
436,37,1,121,15290.16323,53829.05188,443210.598919318,3594073.73293371,15290.16323
437,37,1,122,15021.61157,62192.2794,442871.959081812,3594080.61716990,15021.61157
438,37,1,123,14840.44267,40009.60055,442613.590658165,3594110.87647182,14840.44267
439,37,0,124,14668.44975,35962.55646,442423.459757641,3594167.61728608,14668.44975
440,37,1,125,14480.0944,39904.36171,442229.088546034,3594214.89753664,14480.0944
441,37,0,117,15238.21124,40975.10192,443212.155805125,3594247.08791567,15238.21124
442,37,0,118,15427.07541,60691.78235,443509.605860987,3594255.40339037,15427.07541
443,37,0,119,15693.12812,60074.46724,443841.086102139,3594261.45211307,15693.12812
444,37,1,116,15102.14042,25582.32831,442989.960786944,3594267.12368529,15102.14042
445,37,1,115,15187.88437,37198.0535,443223.791489165,3594420.60970860,15187.88437
446,37,0,95,14314.74098,30202.30632,442221.514877525,3594491.45248370,14314.74098
447,37,0,108,15873.98561,39817.50028,444207.290303677,3594548.82609776,15873.98561
448,37,1,114,15344.84867,46780.35928,443471.610859699,3594468.72706206,15344.84867
449,37,0,113,15431.40209,78815.87234,443692.003521999,3594541.61637586,15431.40209
450,37,1,112,15584.01747,74497.80328,443913.669793785,3594540.52414983,15584.01747
451,37,1,94,14201.70486,35194.32914,442226.892023935,3594682.53669541,14201.70486
452,37,1,96,14351.22929,70018.7128,442415.485565346,3594588.25763980,14351.22929
453,37,1,97,14495.18079,77270.72631,442608.552500245,3594587.31957946,14495.18079
454,37,1,98,14653.73118,80821.9413,442809.412630460,3594583.05823843,14653.73118
455,37,1,99,14811.61882,61863.34986,442996.889537241,3594618.50870527,14811.61882
456,37,1,100,14959.65285,39588.43542,443182.710041373,3594689.63993490,14959.65285
457,37,0,107,15742.55371,40095.3292,444198.970123037,3594755.79975335,15742.55371
458,37,1,110,15388.34698,20012.94191,443728.828753575,3594806.01192792,15388.34698
459,37,1,90,13928.24646,27033.71099,442016.949678999,3594879.31463411,13928.24646
460,37,0,91,14071.80373,31409.95909,442210.848255367,3594881.74031696,14071.80373
461,37,0,92,14230.59023,31224.85882,442411.328535869,3594883.94409556,14230.59023
462,37,1,93,14391.78253,29980.26889,442609.423943076,3594885.31429006,14391.78253
463,37,1,80,14706.47638,62205.042,443096.184083697,3594894.86039685,14706.47638
464,37,0,111,15475.2408,42766.05868,443906.874443889,3594858.90679976,15475.2408
465,37,1,81,14499.02702,45582.88014,442806.763308438,3594924.17204012,14499.02702
466,37,0,106,15639.96271,52846.60972,444203.096351362,3594956.54580384,15639.96271
467,37,1,103,15832.72437,48281.0768,444446.028101159,3594950.75076342,15832.72437
468,37,0,105,15594.48508,6045.588496,444113.649548504,3595076.55239445,15594.48508
469,37,1,102,16020.58585,46333.91612,444651.187630244,3594984.90976027,16020.58585
470,37,0,82,14277.07863,30684.54111,442601.620731667,3595065.55259706,14277.07863
471,37,1,83,14117.78608,31681.3553,442406.036924757,3595068.36099577,14117.78608
472,37,1,84,13959.61608,31189.75046,442209.488791042,3595070.11062031,13959.61608
473,37,1,78,14917.144,48603.50568,443404.621055949,3595034.30716725,14917.144
474,37,1,77,15100.5162,46781.58921,443619.471737637,3595047.83011280,15100.5162
475,37,0,104,15669.81246,6653.850915,444237.717602523,3595112.96829602,15669.81246
476,37,1,85,13798.6259,31668.75417,442011.335647213,3595072.40137275,13798.6259
477,37,1,79,14602.8261,59633.9006,443087.175171254,3595072.88130563,14602.8261
478,37,1,86,13631.04394,70075.71685,441816.181499375,3594979.50369316,13631.04394
479,37,1,87,13472.931,71890.17653,441618.983552716,3594982.88598974,13472.931
480,37,1,88,13317.6012,70203.42516,441420.336817684,3594986.59621929,13317.6012
481,37,1,89,13161.34234,43638.85687,441226.120929020,3595056.97244440,13161.34234
482,37,1,101,16132.19255,70906.55794,444886.553511434,3595119.75729031,16132.19255
483,37,0,71,14326.2464,50441.7637,442817.872843322,3595233.41411135,14326.2464
484,37,0,72,14476.07732,31823.72018,442985.833676227,3595271.01805735,14476.07732
485,37,1,74,14764.55501,48688.35525,443385.356388138,3595272.48708860,14764.55501
486,37,1,76,15173.7282,53356.61427,443853.320392802,3595255.48393506,15173.7282
487,37,1,73,14595.69194,35539.71683,443154.036575988,3595276.99946668,14595.69194
488,37,0,75,14969.412,52482.80331,443626.389686427,3595270.77863245,14969.412
489,37,1,66,13629.9587,46889.30327,442008.610200735,3595308.67893628,13629.9587
490,37,1,68,13914.9031,53862.83334,442395.209129695,3595318.02290633,13914.9031
491,37,1,69,14071.89277,31233.36779,442557.678806685,3595309.84094347,14071.89277
492,37,1,70,14118.50135,35085.01171,442656.924907816,3595375.09030868,14118.50135
493,37,1,67,13777.17171,55315.19731,442207.736677862,3595329.97245690,13777.17171
494,37,0,65,13890.95971,12239.39469,442423.190222634,3595502.76524727,13890.95971
495,37,1,64,13717.27233,8654.390508,442163.956542560,3595509.41894260,13717.27233
496,37,1,63,13560.17533,15811.37598,441995.163086174,3595501.93896279,13560.17533
497,37,1,61,13233.81469,69104.50688,441607.288436980,3595367.18749464,13233.81469
498,37,1,62,13394.70815,71645.69875,441808.328735711,3595366.11436490,13394.70815
499,37,0,60,13072.08012,69787.94579,441409.361371370,3595370.05966210,13072.08012
500,37,1,59,12928.8298,65408.79174,441219.296368053,3595370.85736643,12928.8298
501,37,1,56,14120.58269,61956.99081,442814.860256566,3595577.59022150,14120.58269
502,37,1,57,14271.31385,40489.87745,442969.949714766,3595573.75793154,14271.31385
503,37,1,58,14355.50491,43483.73046,443101.299239203,3595577.75973275,14355.50491
504,37,1,52,13350.50977,55473.89064,441996.401907178,3595727.77716586,13350.50977
505,37,1,50,12998.5243,61724.2595,441595.681731047,3595753.18786411,12998.5243
506,37,1,48,12699.20198,49018.39838,441213.556555874,3595750.82724201,12699.20198
507,37,1,51,13158.16531,62878.15126,441793.977801924,3595750.32521699,13158.16531
508,37,1,49,12816.21485,65367.2432,441396.428235569,3595768.28640001,12816.21485
509,37,1,53,13500.28203,70041.8199,442197.440830129,3595762.04904634,13500.28203
510,37,1,55,13741.34533,91191.43247,442595.940988290,3595785.07455985,13741.34533
511,37,1,54,13560.58452,101868.609,442390.512390522,3595839.30365371,13560.58452
512,37,1,47,13289.56966,53159.88682,442555.163275175,3596790.02546565,13289.56966
513,37,1,46,13215.61676,43191.89733,442552.236624315,3597016.84782124,13215.61676
514,37,1,14,11744.38803,48474.91147,442437.773629101,3600527.94510941,11744.38803
515,37,1,15,12001.34513,49503.37117,442701.759981530,3600530.90581832,12001.34513
516,37,0,13,11697.88756,96165.84162,442570.842036868,3600732.21238481,11697.88756
517,37,1,12,11665.78562,95664.97406,442576.357074356,3600927.67639321,11665.78562
518,37,0,28,12639.23607,14703.54992,443393.467683268,3601017.21427723,12639.23607
519,37,0,27,12454.13816,16327.21789,443226.199352097,3601045.91173258,12454.13816
520,37,0,26,12230.43567,17617.89559,443029.610501634,3601076.96674367,12230.43567
521,37,1,11,11721.45675,78621.59486,442629.440229805,3601125.41294624,11721.45675
522,37,1,22,12787.44426,34273.03344,443593.650420977,3601143.38701897,12787.44426
523,37,0,10,12119.27983,25250.24851,442933.598843777,3601335.62906653,12119.27983
524,37,1,9,11664.9179,78467.33508,442630.928518468,3601325.74712487,11664.9179
525,37,1,25,12266.13049,39269.10413,443094.871278296,3601267.02238698,12266.13049
526,37,0,21,12784.24498,39865.17044,443626.895640249,3601344.14280281,12784.24498
527,37,0,34,12442.93966,59120.75006,443258.967771477,3601281.20523800,12442.93966
528,37,0,23,12624.29148,57332.99648,443433.368470057,3601272.59660822,12624.29148
529,37,0,18,12365.94992,33033.15502,443260.055169697,3601538.93636415,12365.94992
530,37,1,7,11539.07082,93550.12529,442596.399308285,3601524.22573926,11539.07082
531,37,0,8,12083.90239,40065.74464,442967.810619113,3601531.28222835,12083.90239
532,37,1,17,12389.394,29767.90709,443296.366881806,3601693.08108509,12389.394
533,37,1,19,12619.91702,53117.56585,443492.467558762,3601619.10993034,12619.91702
534,37,0,20,12797.44997,50961.16794,443671.173640646,3601628.43285767,12797.44997
535,37,1,5,11510.19652,99864.11852,442576.174526830,3601720.01807123,11510.19652
536,37,0,6,12056.19333,52371.6839,442999.051663407,3601726.73837549,12056.19333
537,37,0,4,12201.15444,28248.15555,443112.559588142,3601918.60788212,12201.15444
538,37,1,1,11487.4346,46717.14311,442439.796643588,3601916.65324140,11487.4346
539,37,1,16,12418.77501,28504.215,443324.980391959,3601899.61881959,12418.77501
540,37,0,3,12032.00499,28032.01753,442940.153615186,3601918.05968185,12032.00499
541,37,1,2,11753.41754,48709.99143,442713.396800973,3601920.24790715,11753.41754
542,17,1,115,33343.56079,23669.38362,461364.741533295,3587475.20758883,33343.56079
543,17,1,111,33518.57585,58521.44168,460643.055496569,3587557.37823990,33518.57585
544,17,1,113,33589.81904,75807.7567,460998.391173475,3587573.94777673,33589.81904
545,17,1,110,32353.56616,47730.58003,462526.090002333,3587694.74735121,32353.56616
546,17,1,109,32530.61089,60750.34071,462313.876649516,3587704.83853509,32530.61089
547,17,0,108,32733.2188,55430.9527,462101.503246827,3587708.50276039,32733.2188
548,17,0,114,33358.21198,80015.65976,461313.214619918,3587720.73934209,33358.21198
549,17,1,112,33712.58605,51119.32988,460906.569103564,3587775.33854888,33712.58605
550,17,0,103,32253.65256,24925.82331,462735.325790960,3587846.47364544,32253.65256
551,17,1,107,32909.87842,50080.05936,461914.807847811,3587783.56459966,32909.87842
552,17,0,102,32457.44054,24991.16198,462536.249493281,3587900.44066723,32457.44054
553,17,0,106,33165.70071,41048.82157,461718.357086937,3587881.32733015,33165.70071
554,17,1,105,33329.77448,42937.62152,461526.442692605,3587887.92414303,33329.77448
555,17,0,104,33548.80001,24858.90528,461334.037453958,3587947.18754881,33548.80001
556,17,0,101,32640.44157,38356.85733,462325.088814358,3587942.58920735,32640.44157
557,17,1,100,32852.07188,43815.8745,462116.554213119,3587982.24753179,32852.07188
558,17,0,94,33616.02433,35021.45484,460958.674757357,3588120.21119402,33616.02433
559,17,1,95,33758.79226,54122.34615,461138.311696096,3588083.83927032,33758.79226
560,17,1,96,33621.41537,38536.17551,461337.820116835,3588133.58713543,33621.41537
561,17,1,97,33437.58501,43272.45449,461533.908021779,3588129.95592304,33437.58501
562,17,0,98,33258.65932,45203.73123,461734.218007482,3588126.21206981,33258.65932
563,17,1,67,32890.01524,22464.07161,462258.690915278,3588328.85303145,32890.01524
564,17,0,99,33036.19976,66564.28297,461923.622830811,3588120.17323750,33036.19976
565,17,1,89,33508.55353,39797.48154,460957.454808409,3588345.52590292,33508.55353
566,17,0,90,33681.24089,40053.73895,461149.813175799,3588352.18819892,33681.24089
567,17,0,88,33325.07223,49373.53358,460776.782794869,3588316.35402819,33325.07223
568,17,0,91,33714.58863,40144.74948,461347.952949149,3588358.61856622,33714.58863
569,17,1,68,31750.84855,41199.4992,458959.512919036,3588370.91145606,31750.84855
570,17,0,69,31854.01558,32275.06021,459116.302604657,3588416.94512044,31854.01558
571,17,1,66,32984.63686,31662.30898,462207.107373872,3588465.71751092,32984.63686
572,17,1,93,33360.39062,49972.18215,461740.083527782,3588392.27294434,33360.39062
573,17,0,80,32642.65088,38267.63194,460050.552995830,3588484.50406740,32642.65088
574,17,0,70,31993.09259,39715.12134,459304.622186660,3588470.98895574,31993.09259
575,17,1,81,32791.47848,44369.18812,460232.754219697,3588497.44189383,32791.47848
576,17,1,92,33538.02551,66550.51757,461547.177448408,3588433.53054466,33538.02551
577,17,0,82,32948.60822,41189.92219,460406.218073682,3588515.32196631,32948.60822
578,17,1,71,32103.22167,38977.06567,459474.665175211,3588542.78123854,32103.22167
579,17,0,85,33404.78672,43348.41612,460960.534455243,3588573.80575720,33404.78672
580,17,0,83,33082.88731,53461.42502,460575.379567050,3588523.08244307,33082.88731
581,17,0,84,33224.92726,41214.79951,460760.677780821,3588579.72279702,33224.92726
582,17,0,87,33757.00805,38955.37457,461354.658270052,3588581.05409693,33757.00805
583,17,1,65,33044.5985,43581.38597,462237.370220851,3588646.36041508,33044.5985
584,17,0,72,32262.64833,59924.41364,459683.700279517,3588553.44744104,32262.64833
585,17,1,64,33199.73516,43962.49526,462013.499917071,3588617.15040761,33199.73516
586,17,0,73,32401.46332,67738.34062,459866.391965649,3588575.60840238,32401.46332
587,17,0,86,33548.59435,55212.1471,461159.799886824,3588616.30263403,33548.59435
588,17,0,74,32543.79053,35419.30511,460045.764458032,3588707.32197232,32543.79053
589,17,0,75,32687.85597,37664.42408,460228.010085915,3588740.97971404,32687.85597
590,17,0,79,33311.10435,32657.26431,460953.914444843,3588773.83347205,33311.10435
591,17,0,76,32834.32917,39512.67355,460408.856727269,3588781.07675489,32834.32917
592,17,0,78,33115.09052,40490.11054,460758.836879321,3588809.67284969,33115.09052
593,17,0,77,32978.511,38972.72651,460580.602689876,3588817.96325322,32978.511
594,17,0,63,33100.11546,50054.94764,462220.815001699,3588834.33253231,33100.11546
595,17,0,62,33358.33632,41142.28311,461986.978741855,3588848.57306046,33358.33632
596,17,1,61,33520.55486,40781.74521,461790.011909629,3588845.41597763,33520.55486
597,17,0,60,33735.65645,30002.16727,461597.935603668,3588897.42092805,33735.65645
598,17,1,59,33649.61337,27991.79021,461405.059352312,3588957.89906657,33649.61337
599,17,1,58,33263.73288,37762.38262,462200.855751508,3589045.39812541,33263.73288
600,17,1,57,33463.12681,41993.34212,461979.659789994,3589062.75184203,33463.12681
601,17,0,56,33654.9637,38143.41605,461778.499280834,3589075.24122376,33654.9637
602,17,0,55,33763.11894,33013.43884,461595.120908705,3589093.98515694,33763.11894
603,17,0,54,33593.7829,28948.66816,461413.205697952,3589120.68984847,33593.7829
604,17,0,53,33395.58029,41610.0157,461185.016156507,3589090.44172423,33395.58029
605,17,1,52,33195.28771,37055.06381,461001.354588683,3589138.03287999,33195.28771
606,17,0,50,33531.93299,47251.9316,461506.311199624,3589318.68674068,33531.93299
607,17,0,51,33792.40542,34464.6281,461770.804110926,3589330.23360028,33792.40542
608,17,0,12,30335.62574,48615.28044,457926.008252644,3589345.93201799,30335.62574
609,17,0,11,30100.89564,53261.30053,457680.374000156,3589359.73353740,30100.89564
610,17,0,6,29863.49655,56582.19278,457420.799002510,3589373.35542503,29863.49655
611,17,0,2,29570.66053,16236.23979,457120.893271022,3589479.72590776,29570.66053
612,17,1,47,33263.24666,44895.10333,461211.153050366,3589412.99252900,33263.24666
613,17,1,46,33059.30003,52435.36458,461009.435889492,3589424.97788729,33059.30003
614,17,0,45,32852.87844,51268.6308,460789.664101654,3589445.51215894,32852.87844
615,17,1,48,33480.62518,46732.71914,461500.693970592,3589481.60671706,33480.62518
616,17,0,49,33718.78693,30520.13678,461752.762269396,3589514.35958584,33718.78693
617,17,0,117,30709.18913,38746.51661,458459.797323201,3589540.92790411,30709.18913
618,17,0,116,30469.95571,30429.32759,458179.956671267,3589548.25526062,30469.95571
619,17,0,118,30978.64528,33395.10235,458732.296984515,3589537.09436742,30978.64528
620,17,1,1,29518.98417,18494.84364,457133.081465753,3589591.94588325,29518.98417
621,17,1,44,33418.98459,34766.14262,461477.900272799,3589655.21206989,33418.98459
622,17,1,5,29729.27141,56786.7412,457417.017019342,3589651.66846868,29729.27141
623,17,1,43,33158.91685,47683.48141,461217.747416676,3589656.48370080,33158.91685
624,17,1,10,30186.19379,45783.18657,457937.226399799,3589685.51689140,30186.19379
625,17,0,42,32951.60977,46499.5378,460997.239088819,3589672.24390707,32951.60977
626,17,0,41,32742.62696,46160.87484,460776.188378264,3589691.41926328,32742.62696
627,17,1,4,29682.45546,20793.85651,457391.658851381,3589811.76633839,29682.45546
628,17,1,8,29964.92706,45537.94911,457739.104051019,3589823.44699931,29964.92706
629,17,1,3,29615.91125,18302.60368,457348.323702458,3589929.06788578,29615.91125
630,17,0,7,29731.84618,39537.14787,457565.026074796,3589905.28272238,29731.84618
631,17,0,40,33571.93064,28636.57174,461758.663287287,3589920.82763056,33571.93064
632,17,0,39,33295.5393,18963.41573,461437.406525744,3589934.97073450,33295.5393
633,17,0,9,30077.73251,46380.29246,457925.144757593,3589915.48622093,30077.73251
634,17,0,31,32619.38359,44890.99684,460785.024079722,3590023.20595317,32619.38359
635,17,0,32,32817.85854,44579.54868,460997.227660372,3590016.65201764,32817.85854
636,17,0,33,33008.1241,52313.82741,461213.469593013,3590006.04163989,33008.1241
637,17,0,38,33815.02103,22817.48244,462067.280143637,3590102.66844008,33815.02103
638,17,1,37,33677.90097,24892.11995,461929.304127617,3590102.93662606,33677.90097
639,17,0,36,33488.63223,36653.99016,461756.083075260,3590103.55734221,33488.63223
640,17,0,35,33347.65725,27952.93993,461579.114798786,3590105.30948227,33347.65725
641,17,0,34,33191.48921,28461.09058,461415.981530630,3590108.24542108,33191.48921
642,17,1,23,32524.26108,46099.70711,460778.232163594,3590251.56772109,32524.26108
643,17,0,25,32904.48873,43187.82542,461192.523397667,3590250.56810503,32904.48873
644,17,1,24,32714.25017,43191.21386,460984.113195727,3590251.45384293,32714.25017
645,17,0,26,33112.43396,24963.37943,461405.437778031,3590288.39882229,33112.43396
646,17,0,30,33753.54458,23192.88117,462084.826358095,3590293.14528495,33753.54458
647,17,0,29,33602.24305,25597.93415,461934.554354316,3590294.42048358,33602.24305
648,17,0,28,33413.92813,33895.48081,461753.267636079,3590295.02586363,33413.92813
649,17,0,27,33271.89107,25831.57104,461576.824305307,3590296.91786307,33271.89107
650,17,1,22,33688.86468,26374.99294,462100.488366532,3590477.37046678,33688.86468
651,17,0,21,33531.98038,26797.80112,461938.207045301,3590477.09211255,33531.98038
652,17,0,20,33343.56362,32464.53642,461751.174517512,3590478.75287028,33343.56362
653,17,1,18,33092.90747,16771.58893,461444.324353065,3590479.79919555,33092.90747
654,17,0,19,33198.80448,25764.27096,461573.530555960,3590479.26951221,33198.80448
655,17,0,14,33114.25619,29305.26694,461571.265964454,3590676.76857146,33114.25619
656,17,0,13,32976.04047,25961.64484,461426.059136496,3590681.92851287,32976.04047
657,17,1,17,33606.72664,20883.3993,462087.756227075,3590650.07764354,33606.72664
658,17,1,15,33260.2551,38853.52295,461749.969072545,3590675.15106001,33260.2551
659,17,0,16,33446.51205,34725.90636,461939.450451418,3590675.36063320,33446.51205
660,34,0,13,6742.011007,28795.21202,416802.472773117,3628558.02443577,6742.011007
661,34,0,12,6746.560055,32805.06556,416710.210722069,3628749.30738291,6746.560055
662,34,0,10,6811.700106,16780.9983,416554.034147047,3628872.25186144,6811.700106
663,34,1,11,6583.332344,26547.53477,416834.989096169,3628856.57544411,6583.332344
664,34,0,9,6989.090981,8281.653081,416422.087201370,3628933.27329816,6989.090981
665,34,0,8,7016.223167,33744.99956,416288.618280963,3629043.71457588,7016.223167
666,34,0,7,7232.427553,21802.27408,416106.353238487,3629059.60046117,7232.427553
667,34,0,6,7123.514231,9602.414583,416172.889223907,3629156.58686167,7123.514231
668,34,0,4,6657.123909,54338.18934,416568.854985086,3629115.84278877,6657.123909
669,34,0,5,7211.867115,13477.33476,416051.479785728,3629264.41096349,7211.867115
670,34,1,2,6672.948041,53567.96909,416491.626538042,3629355.78610716,6672.948041
671,34,0,3,6900.394381,64828.01901,416239.014777242,3629336.44802658,6900.394381
672,34,0,1,6326.576884,61423.90177,416838.737495210,3629436.39992418,6326.576884
673,11,0,27,11442.88943,43177.84351,410970.378689334,3624908.02648429,11442.88943
674,11,0,25,11225.03118,48751.90393,410798.568289996,3625048.74388336,11225.03118
675,11,1,26,11393.31671,34510.61547,410978.771728223,3625122.86528782,11393.31671
676,11,0,24,11371.37051,31366.81765,410997.987351688,3625381.04532121,11371.37051
677,11,0,23,11131.27434,52739.75211,410793.845217251,3625391.25778783,11131.27434
678,11,1,22,11205.58085,48519.58208,410968.079914569,3625692.29294517,11205.58085
679,11,0,21,10989.60869,52769.25284,410797.245629926,3625816.64692960,10989.60869
680,11,1,20,11050.21195,82383.18869,410921.598428611,3626173.36066070,11050.21195
681,11,0,17,11238.70042,24403.57528,411169.622340329,3626594.14115609,11238.70042
682,11,0,19,10839.97849,36964.79364,410747.039375409,3626574.39690036,10839.97849
683,11,1,18,11004.84312,53198.95413,410961.556028199,3626577.14681818,11004.84312
684,11,0,16,11055.34631,38600.42868,411045.017285392,3626761.38526529,11055.34631
685,11,0,10,10775.91854,29971.09237,410740.556388861,3626922.41530793,10775.91854
686,11,1,15,11581.37636,56158.59994,411578.221507406,3626917.10881636,11581.37636
687,11,1,13,11148.36136,50589.21567,411117.340918185,3627017.21077649,11148.36136
688,11,0,14,11263.79987,93576.53565,411312.858613282,3626998.00700056,11263.79987
689,11,0,9,10725.8779,39980.60256,410716.955516460,3627162.05501071,10725.8779
690,11,0,11,11105.09041,54310.26647,411165.307580541,3627356.51734498,11105.09041
691,11,0,12,11365.16131,51306.53181,411413.839890404,3627349.56146877,11365.16131
692,11,0,8,10692.75301,33140.84408,410705.264569233,3627416.46748938,10692.75301
693,11,1,7,10661.16675,33544.2121,410694.843624895,3627668.06022606,10661.16675
694,11,0,3,10951.90573,52387.72973,411068.832765269,3627741.10131732,10951.90573
695,11,0,6,11392.42063,55861.33166,411508.982464742,3627816.53169699,11392.42063
696,11,1,5,11273.99011,38277.76733,411422.267804624,3628018.11240652,11273.99011
697,11,1,2,10763.70388,83010.58758,410951.474063220,3627998.43785412,10763.70388
698,11,1,4,11202.10257,65464.8343,411334.566599834,3628265.97621722,11202.10257
699,11,0,1,10666.24141,68704.36784,410815.076098389,3628263.46847443,10666.24141
701,3,0,7,23166.12426,27546.18064,364673.908120905,3663176.92719754,23166.12426
702,3,1,6,23038.70404,24460.5092,364866.282620133,3663179.85303199,23038.70404
703,3,0,5,22928.47544,21585.91268,365033.060793602,3663184.72735591,22928.47544
704,3,0,22,22785.91743,30271.03041,365207.486070281,3663192.22679495,22785.91743
705,3,1,4,22793.82438,27196.37176,365023.352266225,3663365.69647374,22793.82438
706,3,0,21,22676.49774,29948.28301,365189.154953694,3663369.34986015,22676.49774
707,3,1,3,22642.2989,36898.46967,365081.265276965,3663550.57770917,22642.2989
708,3,0,2,22736.6963,28881.06555,364887.889360984,3663570.54733211,22736.6963
709,3,0,1,22845.7774,32286.93614,364701.718126778,3663602.89081306,22845.7774
710,3,0,19,21925.29923,39786.69797,365787.928319447,3663795.91089235,21925.29923
711,3,1,20,21769.68825,42355.20454,366030.739541078,3663791.14718407,21769.68825
712,3,0,17,22115.65942,36170.37912,365265.553256612,3664052.16532967,22115.65942
713,3,0,18,21821.95523,45304.80779,365777.289601955,3663997.52397393,21821.95523
714,3,0,16,22279.55116,27010.43662,365045.513900175,3664071.87427955,22279.55116
715,15,0,13,36195.16194,38532.28899,468252.530471568,3600976.41222886,36195.16194
716,15,0,12,36392.48249,26607.28887,468258.059175232,3601195.71685158,36392.48249
717,15,0,14,36062.33939,78235.22977,468443.291133212,3601057.50497369,36062.33939
718,15,0,11,36125.53577,46182.12148,468827.126097736,3601369.63593879,36125.53577
719,15,0,10,36261.79959,46103.44695,468632.420032027,3601384.36760524,36261.79959
720,15,0,9,36615.25218,56727.36184,468391.672840115,3601647.79697565,36615.25218
721,15,0,8,36696.49234,19525.38839,468634.769600349,3601907.95952208,36696.49234
722,15,0,7,37155.07532,23415.88757,468307.038848240,3602210.09447454,37155.07532
723,15,0,6,37045.60189,26187.05623,468489.616392579,3602217.56753191,37045.60189
724,15,0,5,37237.835,23633.8097,468329.333562728,3602344.51884647,37237.835
725,15,0,4,37142.14878,40798.74366,468537.309130923,3602435.89811311,37142.14878
726,15,0,3,37338.49532,29986.94185,468371.158492574,3602522.56245755,37338.49532
727,15,0,2,37318.50048,41215.82031,468590.673831638,3602681.24491660,37318.50048
728,15,0,1,37401.92752,32625.78952,468419.732235435,3602716.48132002,37401.92752
729,13,0,4,19690.64499,37422.54779,447880.217122949,3593254.98993861,19690.64499
730,13,0,2,19335.91062,30238.42457,447423.954218697,3593271.81378693,19335.91062
731,13,0,3,19419.90812,32489.10743,447583.445333165,3593308.88065304,19419.90812
